"","gender","education level","province","marital status","experience of finance","The level of risk reverse","finance problem 1","finance problem 2","The condition of the answer of financial problems","real estate","fund","stock","bond","internet planning","financial planning","derivative","gold","no RMB asset","pension insurance","medical issurance","business issurance","educational investment"
"1952","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1953","male","junior high","浙江省","married","No","Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1954","male","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1955","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1956","femal","primary","浙江省","married",NA,"Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1957","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1958","male","primary","浙江省","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1959","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1960","male","senior high","浙江省","unmarried","Yes","Risk Neutral","No","Yes","one","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1961","male","senior high","浙江省","married","No","Else","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1962","femal","undergraduate","浙江省","unmarried","No","Risk Neutral","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"1963","male","undergraduate","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1964","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1965","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1966","femal","college","浙江省","married","Yes","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"1967","male","primary","浙江省","widowed","No","Risk Neutral","No","Yes","one","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1968","femal","senior high","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1969","femal","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1970","femal","undergraduate","浙江省","unmarried","No","Risk Reverse","No","No","none","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1971","male","junior high","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1972","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1973","male","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1974","femal","junior high","浙江省","married","Yes","Risk Reverse","No","Yes","one","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1975","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1976","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1977","femal","none","浙江省","widowed","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1978","femal","junior high","浙江省","married","No","Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1979","male","junior high","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1980","male","junior high","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1981","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No"
"1982","male","junior high","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1983","male","junior high","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1984","male","junior high","浙江省","married","No","Little Risk Reverse","Yes","No","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1985","male","primary","浙江省","widowed","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1986","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"1987","femal","senior high","浙江省","married","No","Little Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1988","femal","undergraduate","浙江省","married","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1989","male","none","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1990","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1991","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","No","No","No","No"
"1992","male","college","浙江省","married","No","Little Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1993","male","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1994","male","junior high","浙江省","married","Yes","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1995","femal","special school","浙江省","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1996","male","junior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1997","femal","none","浙江省","married","Yes","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1998","male","junior high","浙江省","divorce","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1999","male","senior high","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2000","femal","junior high","浙江省","married","No","Else","Yes","No","one","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"2001","male","junior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"2002","femal","senior high","浙江省","divorce","No","Else","No","No","none","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2003","femal","senior high","浙江省","married","No","Else","No","No","none","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"2004","male","undergraduate","浙江省","unmarried","No","Risk Neutral","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"2005","femal","undergraduate","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No"
"2006","femal","senior high","浙江省","married","No","Else","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2007","male","primary","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2008","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2009","femal","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2010","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2011","femal","primary","浙江省","married","No","Little Risk Reverse","Yes","No","one","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"2012","femal","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2013","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2014","male","none","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2015","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2016","femal","none","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"2017","male","junior high","浙江省","married","No","Risk Neutral","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2018","male","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"2019","male","junior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"2020","male","senior high","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2021","male","junior high","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No"
"2022","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2023","male","none","浙江省","married","No","Risk Preference","No","No","none","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"2024","male","junior high","浙江省","married",NA,"Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2025","femal","none","浙江省","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2026","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2027","femal","junior high","浙江省","married","No","Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2028","male","primary","浙江省","married","No","Risk Reverse","Yes","No","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2029","male","none","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2030","male","primary","浙江省","married","No","Risk Neutral","Yes","No","one","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"2031","male","primary","浙江省","widowed","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2032","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2033","femal","junior high","浙江省","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2034","femal","primary","浙江省","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2035","femal","none","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2036","male","senior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"2037","femal","primary","浙江省","married","No","Risk Preference","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
